SMSA	PLINE	PERSON	HERE	PQOTHNR	PQSALNR	PQSELFNR	PQALIM	PQDIV	PQINT	PQOTHER	PQRENT	PQRETIR	PQSAL	PQSELF	PQSS	PQSSI	PQWELF	PQWKCMP	RNTDUE	LODRNT	FOOD	LODSTA	WLINEQ	MOVM	MOVE	TEN	MVG	PHEAR	PSEE	PMEMRY	PWALK	PCARE	PERRND	CITSHP	JITSHP	NATVTY	REL	AGE	SEX	MAR	PAR	GRAD	SPOS	SPAN	JREL	JAGE	JSEX	JMAR	JPAR	JSPAN	JGRAD	JSPOS	FAMNUM	FAMTYP	FAMREL	INUSYR	JATVTY	JNUSYR	JTEN	JMOVE	JMOVM	JMVG	JHERE	JPQSAL	JPQSELF	JPQINT	JPQSS	JPQSSI	JPQWELF	JPQRETIR	JPQALIM	JPQOTHER	JPQSALNR	JPQSLFNR	JPQOTHNR	JPQDIV	JPQRENT	JPQWKCMP	RACE	PVOTHER	JSAL	SAL	JRACE	JPVOTHER	CONTROL
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	10	1969	X	B	1	2	2	1	1	1	1	 	057	2	67	2	4	 	36	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	9072	 	0	 	 	000000000445
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	11	1964	X	B	2	1	2	2	2	2	1	 	057	1	80	1	3	 	32	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	12000	 	0	 	 	000000000625
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1976	 	B	2	2	2	2	2	2	1	 	057	22	33	1	1	1	38	3	2	 	 	 	 	 	 	 	 	2	3	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	4	30000	 	 	000000000625
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	4	1997	 	B	2	2	2	2	2	2	1	 	057	26	32	2	1	 	38	2	2	 	 	 	 	 	 	 	 	2	3	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000000625
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	11	1998	 	B	2	2	2	2	2	B	1	 	057	23	11	2	B	2	 	 	2	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000000625
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	12	2000	 	B	2	2	2	2	2	B	1	 	057	23	9	2	B	2	 	 	2	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000000625
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	1	 	 	B	B	2	4	1985	X	B	2	2	2	2	2	2	1	 	057	1	63	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	2100	 	0	 	 	000000000451
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	12	1993	 	B	2	2	2	2	2	2	4	 	314	20	57	2	1	 	39	1	1	 	 	 	 	 	 	 	 	1	1	2	1985	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000000451
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	2007	X	1	2	2	2	2	2	2	1	 	057	1	33	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	70000	 	 	000000000279
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	2007	X	1	2	2	2	2	2	2	1	 	057	20	26	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	25000	 	 	000000000279
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	6	2008	 	B	2	2	B	B	B	B	1	 	057	22	1	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000000279
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	2004	X	B	2	2	2	2	2	2	1	 	057	1	35	2	1	 	45	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	60000	 	 	000000003909
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	2004	X	B	2	2	2	2	2	2	1	 	057	20	37	1	1	 	42	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	65000	 	 	000000003909
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	1	2004	 	B	2	2	2	2	2	B	1	 	057	22	12	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000003909
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	1	2004	 	B	2	2	2	2	2	B	1	 	057	22	10	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000003909
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	1	2007	 	1	2	2	1	1	2	2	1	 	057	22	43	1	5	2	39	 	1	1	 	 	 	1	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	05	0	 	0	2	 	000000003914
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	2007	X	1	2	1	2	2	2	2	1	 	057	1	58	2	4	 	38	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	05	0	 	13000	2	 	000000003914
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2004	X	B	2	2	2	2	2	2	1	 	057	1	24	2	1	 	40	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	26000	 	 	000000003921
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2004	X	B	2	2	2	2	2	2	1	 	057	20	27	1	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	32000	 	 	000000003921
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2004	 	B	2	2	2	2	2	B	1	 	057	22	5	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000003921
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2007	 	B	2	2	B	B	B	B	1	 	057	22	2	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000003921
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2008	X	1	2	2	2	2	2	2	1	 	057	1	26	2	6	 	40	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	30000	 	 	000000003925
5560	2	2	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2008	 	1	2	2	2	2	2	B	1	 	057	22	6	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000003925
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2008	 	1	2	2	B	B	B	B	1	 	057	22	3	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000003925
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	1	4	2003	X	B	2	1	2	2	2	2	4	 	311	1	53	1	6	 	44	 	1	 	 	 	 	 	 	 	 	1	1	1	1965	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	1	 	000000003946
5560	2	2	1	1	2	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	 	 	2	4	2009	 	1	2	2	1	2	2	2	1	 	057	32	39	2	5	 	40	 	2	1	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1500	 	0	 	 	000000003946
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2009	 	1	2	2	1	2	2	B	1	 	057	22	10	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000003946
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2009	 	1	2	2	1	1	2	B	1	 	057	22	8	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000003946
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2009	 	1	2	2	1	2	2	B	1	 	057	22	6	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000003946
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	7	1968	X	B	2	2	2	1	2	2	1	 	057	1	70	1	1	 	34	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	13400	 	0	 	 	000000003956
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	7	1968	X	B	2	2	2	2	2	2	1	 	057	20	67	2	1	 	36	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	10500	 	0	 	 	000000003956
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	1	2	1	 	 	B	B	2	8	1986	X	B	2	2	1	1	2	1	1	 	057	2	60	2	4	 	43	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	1	1	 	 	 	 	 	 	 	 	1	 	 	01	654	 	0	 	 	000000003960
5560	1	1	B	B	B	B	2	2	2	2	2	1	2	2	1	2	2	2	 	 	B	B	2	1	1976	X	B	2	2	2	2	2	2	4	 	110	1	71	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	1963	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	4141	 	0	 	4	000000003968
5560	2	2	B	B	B	B	2	2	2	2	2	1	2	2	1	2	2	2	 	 	B	B	2	1	1976	X	B	1	2	2	2	2	2	4	 	110	20	66	2	1	 	39	1	1	 	 	 	 	 	 	 	 	1	1	2	1963	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	21423	 	0	 	4	000000003968
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1991	X	B	2	2	2	2	2	2	1	 	057	1	55	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	02	0	2	65000	 	 	000000003972
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1991	 	B	2	2	2	1	2	2	1	 	057	20	52	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000003972
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1991	 	B	2	2	2	2	2	2	1	 	057	22	35	1	5	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	2	 	2	 	 	 	 	 	2	 	 	 	 	 	 	02	0	 	0	 	 	000000003972
5560	4	4	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1991	 	B	2	2	2	2	2	2	1	 	057	22	32	1	4	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000003972
5560	1	1	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	12	2004	 	B	2	2	2	2	2	2	1	 	057	20	37	2	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	10000	2	65000	 	2	000000003977
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	12	2004	X	B	2	2	2	2	2	2	1	 	057	1	45	1	1	 	36	1	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	2	65000	 	 	000000003977
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	12	2004	 	B	2	2	2	2	2	2	1	 	057	22	15	2	6	2	35	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000003977
5560	1	1	B	B	B	B	2	2	2	2	2	1	2	2	1	2	2	2	 	 	B	B	2	12	1992	X	B	2	2	2	1	2	1	1	 	057	2	63	2	4	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	34296	 	0	 	 	000000003982
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1981	X	B	2	2	2	2	2	2	1	 	057	1	49	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	2	 	 	01	0	 	70000	 	 	000000003986
5560	2	2	B	B	B	B	2	2	2	1	2	2	2	1	2	2	2	2	 	 	B	B	1	4	1981	X	B	2	2	2	2	2	2	1	 	057	20	48	2	1	 	41	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	2	 	 	01	15190	 	0	 	2	000000003986
5560	4	4	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	1987	 	B	2	2	2	2	2	2	1	 	057	22	22	1	6	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	2	2	2	2	 	 	 	 	 	 	 	 	2	 	 	01	0	2	10000	 	 	000000003986
5560	5	5	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	1989	 	B	2	2	2	2	2	2	1	 	057	22	20	1	6	1	41	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	01	0	2	10000	 	 	000000003986
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	11	1995	X	B	2	2	2	2	2	2	1	 	057	1	41	2	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	7200	 	0	 	2	000000003990
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	11	1995	X	B	2	2	2	2	2	2	1	 	057	20	46	1	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	1300	 	0	 	2	000000003990
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2005	 	B	2	2	B	B	B	B	1	 	057	22	4	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000003990
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	8	2003	X	B	2	2	2	2	2	2	1	 	057	2	48	2	2	 	44	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000003996
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	1989	X	B	2	2	2	2	2	2	1	 	057	2	55	1	6	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	96000	 	 	000000004006
5560	1	1	B	B	B	B	2	2	1	2	2	2	2	2	1	2	2	1	 	 	B	B	2	2	1980	X	B	2	2	2	2	2	2	1	 	057	1	57	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	01	112000	 	0	 	4	000000004009
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	1	2	1980	X	B	2	2	2	2	2	2	1	 	057	20	54	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	1	 	2	 	 	 	 	 	 	 	 	 	2	 	 	01	0	 	0	 	 	000000004009
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	1	 	 	B	B	2	2	2000	X	B	2	2	2	2	2	2	1	 	057	1	65	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	4000	 	0	 	 	000000004030
5560	2	2	B	B	B	B	2	2	2	2	2	1	2	2	2	2	2	2	 	 	B	B	1	2	2000	X	B	2	2	2	2	2	2	1	 	057	20	58	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	1400	 	0	 	 	000000004030
5560	1	1	B	B	B	B	2	2	2	2	1	2	1	2	2	2	2	2	 	 	B	B	1	3	2000	X	B	2	2	2	2	2	2	1	 	057	1	34	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	02	6000	2	96000	 	2	000000004035
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2001	 	B	2	2	2	2	2	2	1	 	057	20	37	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	02	0	2	25000	 	 	000000004035
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	3	2001	 	B	2	2	2	2	2	2	1	 	057	22	17	2	6	1	38	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	02	0	 	0	 	 	000000004035
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2001	 	B	2	2	2	2	2	B	1	 	057	22	13	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000004035
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2001	 	B	2	2	2	2	2	B	1	 	057	22	13	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000004035
5560	6	6	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2001	 	B	2	2	2	2	2	B	1	 	057	22	11	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000004035
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	9	1978	X	B	2	2	2	1	2	2	1	 	057	2	59	2	3	 	40	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	20400	 	0	 	 	000000004044
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1996	X	B	2	2	2	2	2	2	1	 	057	2	62	2	4	 	44	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	45000	 	 	000000004050
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	8	1992	X	B	2	2	2	2	2	2	1	 	057	1	72	2	4	 	45	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	02	17748	 	0	 	2	000000004054
5560	2	2	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	6	2008	 	B	2	2	B	B	B	B	1	 	057	23	1	2	B	 	 	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000004054
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	10	2006	 	1	2	2	B	B	B	B	1	 	057	23	2	2	B	 	 	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000004054
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	2	1980	X	B	1	2	2	2	2	2	1	 	057	1	54	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	100000	 	 	000000004059
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	1989	X	B	2	2	2	2	2	2	1	 	057	20	55	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	24000	 	 	000000004059
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	7	1990	 	B	2	2	2	2	2	2	1	 	057	22	19	2	6	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000004059
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	2	1986	X	B	2	2	2	2	2	2	1	 	057	1	51	1	1	 	40	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	2	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	0	2	43000	 	 	000000004065
5560	2	2	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	2	1986	 	B	2	2	2	2	2	2	1	 	057	20	53	2	1	 	41	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	2	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	10000	2	70000	 	2	000000004065
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	1998	X	B	2	1	2	1	2	2	1	 	057	2	62	2	6	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	35000	 	 	000000004070
5560	1	1	B	B	B	B	2	2	2	2	1	2	1	2	2	2	2	2	 	 	B	B	1	2	2003	X	B	2	2	2	2	2	2	1	 	057	1	32	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	02	6000	2	96000	 	2	000000004073
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	2	2003	 	B	2	2	2	2	2	2	1	 	057	20	29	2	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	02	0	2	35000	 	 	000000004073
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2003	 	B	2	2	2	2	2	B	1	 	057	22	14	2	6	1	34	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000004073
